"YEAR","MONTH","MONTH_ID","LANDFALL_COUNT","OBS_ID","PRED_ID","DATE","ALL_ID"
2010,"April",4,0,86,NA,-0.310344827586207,86
2011,"April",4,0,87,NA,-0.241379310344828,87
2012,"April",4,0,88,NA,-0.172413793103448,88
2013,"April",4,0,89,NA,-0.103448275862069,89
2014,"April",4,0,90,NA,-0.0344827586206896,90
2015,"April",4,0,91,NA,0.0344827586206897,91
2016,"April",4,0,92,NA,0.103448275862069,92
2017,"April",4,0,93,NA,0.172413793103448,93
2018,"April",4,0,94,NA,0.241379310344828,94
2019,"April",4,0,95,NA,0.310344827586207,95
2020,"April",4,0,96,NA,0.379310344827586,96
2021,"April",4,0,97,NA,0.448275862068966,97
2022,"April",4,0,98,NA,0.517241379310345,98
2023,"April",4,0,99,NA,0.586206896551724,99
2024,"April",4,0,100,NA,0.655172413793103,100
2000,"May",5,0,101,NA,-1,101
2001,"May",5,0,102,NA,-0.931034482758621,102
2002,"May",5,0,103,NA,-0.862068965517241,103
2003,"May",5,0,104,NA,-0.793103448275862,104
2004,"May",5,0,105,NA,-0.724137931034483,105
2005,"May",5,1,106,NA,-0.655172413793103,106
2006,"May",5,0,107,NA,-0.586206896551724,107
2007,"May",5,0,108,NA,-0.517241379310345,108
2008,"May",5,2,109,NA,-0.448275862068966,109
2009,"May",5,0,110,NA,-0.379310344827586,110
2010,"May",5,1,111,NA,-0.310344827586207,111
2011,"May",5,0,112,NA,-0.241379310344828,112
2012,"May",5,1,113,NA,-0.172413793103448,113
2013,"May",5,1,114,NA,-0.103448275862069,114
2014,"May",5,0,115,NA,-0.0344827586206896,115
2015,"May",5,1,116,NA,0.0344827586206897,116
2016,"May",5,1,117,NA,0.103448275862069,117
2017,"May",5,0,118,NA,0.172413793103448,118
2018,"May",5,1,119,NA,0.241379310344828,119
2019,"May",5,0,120,NA,0.310344827586207,120
2020,"May",5,2,121,NA,0.379310344827586,121
2021,"May",5,0,122,NA,0.448275862068966,122
2022,"May",5,1,123,NA,0.517241379310345,123
2023,"May",5,0,124,NA,0.586206896551724,124
2024,"May",5,0,125,NA,0.655172413793103,125
2000,"June",6,0,126,NA,-1,126
2001,"June",6,2,127,NA,-0.931034482758621,127
2002,"June",6,0,128,NA,-0.862068965517241,128
2003,"June",6,2,129,NA,-0.793103448275862,129
2004,"June",6,0,130,NA,-0.724137931034483,130
2005,"June",6,3,131,NA,-0.655172413793103,131
2006,"June",6,1,132,NA,-0.586206896551724,132
2007,"June",6,2,133,NA,-0.517241379310345,133
2008,"June",6,0,134,NA,-0.448275862068966,134
2009,"June",6,0,135,NA,-0.379310344827586,135
2010,"June",6,1,136,NA,-0.310344827586207,136
2011,"June",6,1,137,NA,-0.241379310344828,137
2012,"June",6,2,138,NA,-0.172413793103448,138
2013,"June",6,3,139,NA,-0.103448275862069,139
2014,"June",6,0,140,NA,-0.0344827586206896,140
2015,"June",6,5,141,NA,0.0344827586206897,141
2016,"June",6,2,142,NA,0.103448275862069,142
2017,"June",6,5,143,NA,0.172413793103448,143
2018,"June",6,1,144,NA,0.241379310344828,144
2019,"June",6,0,145,NA,0.310344827586207,145
2020,"June",6,2,146,NA,0.379310344827586,146
2021,"June",6,3,147,NA,0.448275862068966,147
2022,"June",6,0,148,NA,0.517241379310345,148
2023,"June",6,1,149,NA,0.586206896551724,149
2024,"June",6,1,150,NA,0.655172413793103,150
2000,"July",7,0,151,NA,-1,151
2001,"July",7,0,152,NA,-0.931034482758621,152
2002,"July",7,0,153,NA,-0.862068965517241,153
2003,"July",7,3,154,NA,-0.793103448275862,154
2004,"July",7,0,155,NA,-0.724137931034483,155
2005,"July",7,11,156,NA,-0.655172413793103,156
2006,"July",7,1,157,NA,-0.586206896551724,157
2007,"July",7,0,158,NA,-0.517241379310345,158
2008,"July",7,3,159,NA,-0.448275862068966,159
2009,"July",7,0,160,NA,-0.379310344827586,160
2010,"July",7,5,161,NA,-0.310344827586207,161
2011,"July",7,1,162,NA,-0.241379310344828,162
2012,"July",7,0,163,NA,-0.172413793103448,163
2013,"July",7,0,164,NA,-0.103448275862069,164
2014,"July",7,2,165,NA,-0.0344827586206896,165
2015,"July",7,0,166,NA,0.0344827586206897,166
2016,"July",7,0,167,NA,0.103448275862069,167
2017,"July",7,1,168,NA,0.172413793103448,168
2018,"July",7,0,169,NA,0.241379310344828,169
2019,"July",7,1,170,NA,0.310344827586207,170
2020,"July",7,6,171,NA,0.379310344827586,171
2021,"July",7,4,172,NA,0.448275862068966,172
2022,"July",7,3,173,NA,0.517241379310345,173
2023,"July",7,1,174,NA,0.586206896551724,174
2024,"July",7,4,175,NA,0.655172413793103,175
2000,"August",8,3,176,NA,-1,176
2001,"August",8,2,177,NA,-0.931034482758621,177
2002,"August",8,2,178,NA,-0.862068965517241,178
2003,"August",8,3,179,NA,-0.793103448275862,179
2004,"August",8,8,180,NA,-0.724137931034483,180
2005,"August",8,4,181,NA,-0.655172413793103,181
2006,"August",8,3,182,NA,-0.586206896551724,182
2007,"August",8,3,183,NA,-0.517241379310345,183
2008,"August",8,15,184,NA,-0.448275862068966,184
2009,"August",8,2,185,NA,-0.379310344827586,185
2010,"August",8,0,186,NA,-0.310344827586207,186
2011,"August",8,12,187,NA,-0.241379310344828,187
2012,"August",8,9,188,NA,-0.172413793103448,188
2013,"August",8,2,189,NA,-0.103448275862069,189
2014,"August",8,2,190,NA,-0.0344827586206896,190
2015,"August",8,0,191,NA,0.0344827586206897,191
2016,"August",8,4,192,NA,0.103448275862069,192
2017,"August",8,7,193,NA,0.172413793103448,193
2018,"August",8,0,194,NA,0.241379310344828,194
2019,"August",8,4,195,NA,0.310344827586207,195
2020,"August",8,8,196,NA,0.379310344827586,196
2021,"August",8,14,197,NA,0.448275862068966,197
2022,"August",8,0,198,NA,0.517241379310345,198
2023,"August",8,5,199,NA,0.586206896551724,199
2024,"August",8,6,200,NA,0.655172413793103,200
2000,"September",9,5,201,NA,-1,201
2001,"September",9,3,202,NA,-0.931034482758621,202
2002,"September",9,11,203,NA,-0.862068965517241,203
2003,"September",9,4,204,NA,-0.793103448275862,204
2004,"September",9,14,205,NA,-0.724137931034483,205
2005,"September",9,2,206,NA,-0.655172413793103,206
2006,"September",9,3,207,NA,-0.586206896551724,207
2007,"September",9,8,208,NA,-0.517241379310345,208
2008,"September",9,10,209,NA,-0.448275862068966,209
2009,"September",9,5,210,NA,-0.379310344827586,210
2010,"September",9,11,211,NA,-0.310344827586207,211
2011,"September",9,3,212,NA,-0.241379310344828,212
2012,"September",9,1,213,NA,-0.172413793103448,213
2013,"September",9,4,214,NA,-0.103448275862069,214
2014,"September",9,3,215,NA,-0.0344827586206896,215
2015,"September",9,3,216,NA,0.0344827586206897,216
2016,"September",9,4,217,NA,0.103448275862069,217
2017,"September",9,11,218,NA,0.172413793103448,218
2018,"September",9,6,219,NA,0.241379310344828,219
2019,"September",9,10,220,NA,0.310344827586207,220
2020,"September",9,6,221,NA,0.379310344827586,221
2021,"September",9,4,222,NA,0.448275862068966,222
2022,"September",9,13,223,NA,0.517241379310345,223
2023,"September",9,2,224,NA,0.586206896551724,224
2024,"September",9,4,225,NA,0.655172413793103,225
2000,"October",10,3,226,NA,-1,226
2001,"October",10,2,227,NA,-0.931034482758621,227
2002,"October",10,7,228,NA,-0.862068965517241,228
2003,"October",10,3,229,NA,-0.793103448275862,229
2004,"October",10,2,230,NA,-0.724137931034483,230
2005,"October",10,9,231,NA,-0.655172413793103,231
2006,"October",10,1,232,NA,-0.586206896551724,232
2007,"October",10,2,233,NA,-0.517241379310345,233
2008,"October",10,4,234,NA,-0.448275862068966,234
2009,"October",10,1,235,NA,-0.379310344827586,235
2010,"October",10,5,236,NA,-0.310344827586207,236
2011,"October",10,3,237,NA,-0.241379310344828,237
2012,"October",10,3,238,NA,-0.172413793103448,238
2013,"October",10,1,239,NA,-0.103448275862069,239
2014,"October",10,7,240,NA,-0.0344827586206896,240
2015,"October",10,4,241,NA,0.0344827586206897,241
2016,"October",10,4,242,NA,0.103448275862069,242
2017,"October",10,6,243,NA,0.172413793103448,243
2018,"October",10,6,244,NA,0.241379310344828,244
2019,"October",10,2,245,NA,0.310344827586207,245
2020,"October",10,6,246,NA,0.379310344827586,246
2021,"October",10,2,247,NA,0.448275862068966,247
2022,"October",10,10,248,NA,0.517241379310345,248
2023,"October",10,8,249,NA,0.586206896551724,249
2024,"October",10,4,250,NA,0.655172413793103,250
2000,"November",11,1,251,NA,-1,251
2001,"November",11,4,252,NA,-0.931034482758621,252
2002,"November",11,0,253,NA,-0.862068965517241,253
2003,"November",11,0,254,NA,-0.793103448275862,254
2004,"November",11,0,255,NA,-0.724137931034483,255
2005,"November",11,0,256,NA,-0.655172413793103,256
2006,"November",11,0,257,NA,-0.586206896551724,257
2007,"November",11,2,258,NA,-0.517241379310345,258
2008,"November",11,1,259,NA,-0.448275862068966,259
2009,"November",11,1,260,NA,-0.379310344827586,260
2010,"November",11,1,261,NA,-0.310344827586207,261
2011,"November",11,0,262,NA,-0.241379310344828,262
2012,"November",11,0,263,NA,-0.172413793103448,263
2013,"November",11,1,264,NA,-0.103448275862069,264
2014,"November",11,0,265,NA,-0.0344827586206896,265
2015,"November",11,0,266,NA,0.0344827586206897,266
2016,"November",11,2,267,NA,0.103448275862069,267
2017,"November",11,0,268,NA,0.172413793103448,268
2018,"November",11,0,269,NA,0.241379310344828,269
2019,"November",11,0,270,NA,0.310344827586207,270
2020,"November",11,5,271,NA,0.379310344827586,271
2021,"November",11,0,272,NA,0.448275862068966,272
2022,"November",11,6,273,NA,0.517241379310345,273
2023,"November",11,0,274,NA,0.586206896551724,274
2024,"November",11,3,275,NA,0.655172413793103,275
2000,"December",12,0,276,NA,-1,276
2001,"December",12,0,277,NA,-0.931034482758621,277
2002,"December",12,0,278,NA,-0.862068965517241,278
2003,"December",12,1,279,NA,-0.793103448275862,279
2004,"December",12,0,280,NA,-0.724137931034483,280
2005,"December",12,0,281,NA,-0.655172413793103,281
2006,"December",12,0,282,NA,-0.586206896551724,282
2007,"December",12,2,283,NA,-0.517241379310345,283
2008,"December",12,0,284,NA,-0.448275862068966,284
2009,"December",12,0,285,NA,-0.379310344827586,285
2010,"December",12,0,286,NA,-0.310344827586207,286
2011,"December",12,0,287,NA,-0.241379310344828,287
2012,"December",12,0,288,NA,-0.172413793103448,288
2013,"December",12,0,289,NA,-0.103448275862069,289
2014,"December",12,0,290,NA,-0.0344827586206896,290
2015,"December",12,0,291,NA,0.0344827586206897,291
2016,"December",12,0,292,NA,0.103448275862069,292
2017,"December",12,0,293,NA,0.172413793103448,293
2018,"December",12,0,294,NA,0.241379310344828,294
2019,"December",12,0,295,NA,0.310344827586207,295
2020,"December",12,0,296,NA,0.379310344827586,296
2021,"December",12,0,297,NA,0.448275862068966,297
2022,"December",12,0,298,NA,0.517241379310345,298
2023,"December",12,0,299,NA,0.586206896551724,299
2024,"December",12,0,300,NA,0.655172413793103,300
2025,"April",4,NA,NA,1,0.724137931034483,301
2025,"August",8,NA,NA,2,0.724137931034483,302
2025,"December",12,NA,NA,3,0.724137931034483,303
2025,"February",2,NA,NA,4,0.724137931034483,304
2025,"January",1,NA,NA,5,0.724137931034483,305
2025,"July",7,NA,NA,6,0.724137931034483,306
2025,"June",6,NA,NA,7,0.724137931034483,307
2025,"March",3,NA,NA,8,0.724137931034483,308
2025,"May",5,NA,NA,9,0.724137931034483,309
2025,"November",11,NA,NA,10,0.724137931034483,310
2025,"October",10,NA,NA,11,0.724137931034483,311
2025,"September",9,NA,NA,12,0.724137931034483,312
2026,"April",4,NA,NA,13,0.793103448275862,313
2026,"August",8,NA,NA,14,0.793103448275862,314
2026,"December",12,NA,NA,15,0.793103448275862,315
2026,"February",2,NA,NA,16,0.793103448275862,316
2026,"January",1,NA,NA,17,0.793103448275862,317
2026,"July",7,NA,NA,18,0.793103448275862,318
2026,"June",6,NA,NA,19,0.793103448275862,319
2026,"March",3,NA,NA,20,0.793103448275862,320
2026,"May",5,NA,NA,21,0.793103448275862,321
2026,"November",11,NA,NA,22,0.793103448275862,322
2026,"October",10,NA,NA,23,0.793103448275862,323
2026,"September",9,NA,NA,24,0.793103448275862,324
2027,"April",4,NA,NA,25,0.862068965517241,325
2027,"August",8,NA,NA,26,0.862068965517241,326
2027,"December",12,NA,NA,27,0.862068965517241,327
2027,"February",2,NA,NA,28,0.862068965517241,328
2027,"January",1,NA,NA,29,0.862068965517241,329
2027,"July",7,NA,NA,30,0.862068965517241,330
2027,"June",6,NA,NA,31,0.862068965517241,331
2027,"March",3,NA,NA,32,0.862068965517241,332
2027,"May",5,NA,NA,33,0.862068965517241,333
2027,"November",11,NA,NA,34,0.862068965517241,334
2027,"October",10,NA,NA,35,0.862068965517241,335
2027,"September",9,NA,NA,36,0.862068965517241,336
2028,"April",4,NA,NA,37,0.931034482758621,337
2028,"August",8,NA,NA,38,0.931034482758621,338
2028,"December",12,NA,NA,39,0.931034482758621,339
2028,"February",2,NA,NA,40,0.931034482758621,340
2028,"January",1,NA,NA,41,0.931034482758621,341
2028,"July",7,NA,NA,42,0.931034482758621,342
2028,"June",6,NA,NA,43,0.931034482758621,343
2028,"March",3,NA,NA,44,0.931034482758621,344
2028,"May",5,NA,NA,45,0.931034482758621,345
2028,"November",11,NA,NA,46,0.931034482758621,346
2028,"October",10,NA,NA,47,0.931034482758621,347
2028,"September",9,NA,NA,48,0.931034482758621,348
2029,"April",4,NA,NA,49,1,349
2029,"August",8,NA,NA,50,1,350
2029,"December",12,NA,NA,51,1,351
2029,"February",2,NA,NA,52,1,352
2029,"January",1,NA,NA,53,1,353
2029,"July",7,NA,NA,54,1,354
2029,"June",6,NA,NA,55,1,355
2029,"March",3,NA,NA,56,1,356
2029,"May",5,NA,NA,57,1,357
2029,"November",11,NA,NA,58,1,358
2029,"October",10,NA,NA,59,1,359
2029,"September",9,NA,NA,60,1,360
